url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,tld_length,count_digits,count_special,ratio_digits,ratio_special,has_at,has_ip,has_https,has_port,double_slash_in_path,num_query_params,is_shortened,has_sensitive_words,shannon_entropy_url,shannon_entropy_domain,nan_entropy,relative_entropy_kl,y
53,21,25,0,2,0,3,2,9,0.03773584905660377,0.16981132075471697,0,0,0,0,0,0,0,0,4.194743455201286,3.3320953986601696,1.224394445405986,0.6669188604871529,1
40,13,20,0,2,0,3,0,9,0.0,0.225,0,0,0,0,0,0,0,0,3.9537016960573474,2.8150724101159437,1.6577427265048887,0.5613733462236639,1
268,13,66,180,2,0,2,52,29,0.19402985074626866,0.10820895522388059,0,0,1,0,0,4,0,1,5.212820348597036,3.0269868333592873,2.748972048274808,1.228232706640162,1
135,26,92,8,2,1,3,6,19,0.044444444444444446,0.14074074074074075,0,0,1,0,0,1,0,0,4.886919209406739,3.9790978911348045,2.437065831519023,0.43983277347507344,1
60,20,33,0,2,0,3,0,10,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,4.156728414096944,3.684183719779189,1.7609640474436812,0.4395805495192196,0
61,18,35,0,2,0,3,0,11,0.0,0.18032786885245902,0,0,1,0,0,0,0,0,4.120841796679147,3.4613201402110083,1.823067982273661,0.5309417901174474,0
21,13,1,0,1,0,3,0,5,0.0,0.23809523809523808,0,0,0,0,0,0,0,0,3.784941827437642,3.238901256602631,1.3709505944546687,0.8171800546169994,1
84,20,26,29,2,0,3,7,15,0.08333333333333333,0.17857142857142858,1,0,1,0,0,1,0,0,4.771424828511842,3.921928094887362,2.0989295636909353,0.9195355521078677,1
39,31,1,0,2,2,7,0,8,0.0,0.20512820512820512,0,0,0,0,0,0,0,0,4.143624654426843,3.824533406881911,1.9056390622295662,0.589597570631455,1
109,20,82,0,2,0,2,21,14,0.1926605504587156,0.12844036697247707,0,0,0,0,0,0,0,1,4.916774064133206,3.721928094887362,1.4299111709758698,0.6276999190454766,1
51,16,28,0,1,0,3,0,9,0.0,0.17647058823529413,0,0,0,0,0,0,0,0,4.076659106966513,3.327819531114783,1.4466166676282082,0.3802404851135771,1
23,14,1,0,2,0,3,0,6,0.0,0.2608695652173913,0,0,1,0,0,0,0,0,3.6424896731661267,3.039148671903071,1.4591479170272446,0.6812161393460068,0
45,36,1,0,2,2,3,0,8,0.0,0.17777777777777778,0,0,1,0,0,0,0,0,4.463749485074333,4.281036112553423,1.9056390622295662,0.4281776707229131,1
72,17,48,0,2,0,3,1,11,0.013888888888888888,0.1527777777777778,0,0,0,0,0,0,0,0,4.318891759814745,3.2639334294856344,1.789929075309999,0.41172378575536134,0
30,22,1,0,2,0,3,0,6,0.0,0.2,0,0,0,0,0,0,0,0,3.7525842461721624,3.4130884364257565,1.4591479170272446,0.7473148775552632,0
51,42,1,0,4,2,3,3,10,0.058823529411764705,0.19607843137254902,0,0,1,0,0,0,0,1,4.235479998537295,4.046381112945884,1.8464393446710154,0.5841099870814043,1
28,21,0,0,2,0,3,0,5,0.0,0.17857142857142858,0,0,0,0,0,0,0,0,3.821296333684861,3.4585250192341497,1.5219280948873621,0.7545968633251047,0
58,12,39,0,2,0,3,0,10,0.0,0.1724137931034483,0,0,0,0,0,0,0,0,4.186675874962959,2.584962500721156,1.8464393446710154,0.3655780317002884,0
556,25,54,468,2,0,3,198,68,0.35611510791366907,0.1223021582733813,0,0,1,0,0,10,0,1,4.9107436335532055,3.4790795706241737,2.7305788433551066,1.391944834303119,0
54,17,29,0,2,0,3,0,10,0.0,0.18518518518518517,0,0,1,0,0,0,0,0,4.288938252927726,2.9842341646524893,1.9219280948873623,0.5098378743434495,0
29,19,3,0,1,0,3,10,5,0.3448275862068966,0.1724137931034483,0,0,0,0,0,0,0,0,3.840402546702506,3.1555650133297197,1.3709505944546687,1.78554035972785,1
47,12,28,0,2,0,3,0,9,0.0,0.19148936170212766,0,0,0,0,0,0,0,0,4.27503639449854,2.8553885422075336,1.7527152789797045,0.5309373169648856,0
83,47,29,0,2,0,3,0,10,0.0,0.12048192771084337,0,0,0,0,0,0,0,1,4.23889214283912,3.836059065865573,1.5709505944546687,0.40113458113295514,1
34,25,1,0,2,0,3,0,6,0.0,0.17647058823529413,0,0,1,0,0,0,0,0,4.219528282299548,3.8936606896881854,1.4591479170272446,0.42674772547835865,0
41,16,18,0,2,0,3,4,9,0.0975609756097561,0.21951219512195122,0,0,0,0,0,0,0,0,4.201842785465543,3.327819531114783,1.3516441151533924,0.9115324337947724,1
24,15,1,0,2,0,3,0,6,0.0,0.25,0,0,1,0,0,0,0,0,3.6572682296173897,2.8729055953200557,1.4591479170272446,0.833777484812812,0
126,50,19,49,4,1,3,19,18,0.15079365079365079,0.14285714285714285,0,0,0,0,0,3,0,1,4.706402395561281,3.9990795706241737,2.794653473544342,0.9005961293436562,1
33,12,13,0,1,0,3,1,6,0.030303030303030304,0.18181818181818182,0,0,1,0,0,0,0,0,4.06667707370723,3.418295834054489,1.7924812503605778,0.6594492544384979,0
26,17,1,0,2,0,3,0,6,0.0,0.23076923076923078,0,0,1,0,0,0,0,0,3.5073801024236353,3.219528282299548,1.4591479170272446,0.7662844609001677,0
45,36,1,0,4,2,3,3,10,0.06666666666666667,0.2222222222222222,0,0,1,0,0,0,0,1,4.266977196801592,4.10424366875897,1.8464393446710154,0.6088416967826723,1
40,14,19,0,1,0,2,4,8,0.1,0.2,0,0,0,0,0,0,0,0,4.334183719779189,3.52164063634332,1.061278124459133,0.7892280329967093,0
219,12,33,165,2,0,2,85,20,0.3881278538812785,0.091324200913242,0,0,1,0,0,3,0,1,4.715427872471568,3.2516291673878226,2.8709505944546683,1.786729976755995,1
73,11,55,0,1,0,3,6,12,0.0821917808219178,0.1643835616438356,0,0,0,0,0,0,0,0,4.34938668359259,3.0271691184406193,1.6500224216483543,0.5890659127605795,0
40,23,10,0,2,0,3,0,9,0.0,0.225,0,0,0,0,0,0,0,0,4.208694969562842,3.6753108689123644,1.7527152789797045,0.38865574820023585,1
28,11,9,0,1,0,3,0,5,0.0,0.17857142857142858,0,0,1,0,0,0,0,0,3.740415529881632,3.0271691184406193,1.3709505944546687,0.687350041306176,0
35,26,1,0,2,0,3,0,6,0.0,0.17142857142857143,0,0,1,0,0,0,0,0,4.207435516759526,4.056020968057881,1.4591479170272446,0.40321054171921383,0
53,21,25,0,2,0,3,3,9,0.05660377358490566,0.16981132075471697,0,0,0,0,0,0,0,0,4.35256473777865,3.3320953986601696,1.224394445405986,0.5394437217569942,1
91,25,59,0,2,0,3,6,16,0.06593406593406594,0.17582417582417584,0,0,0,0,0,0,0,0,4.361286400548644,3.573660689688185,1.7489992230622806,0.43251917589418265,0
34,12,15,0,3,0,2,9,9,0.2647058823529412,0.2647058823529412,0,1,0,0,0,0,0,1,4.1973257087065035,2.459147917027245,1.7527152789797047,1.3427273763396435,1
32,23,1,0,2,1,3,0,7,0.0,0.21875,0,0,1,0,0,0,0,0,4.116729296672174,3.8820451081368628,1.8423709931771088,0.6159272740210688,0
45,22,16,0,1,0,3,0,6,0.0,0.13333333333333333,0,0,0,0,0,0,0,0,4.061530252405225,3.7544418457133446,1.2516291673878228,0.5012467185663853,0
126,18,81,19,2,0,5,6,21,0.047619047619047616,0.16666666666666666,0,0,0,0,0,1,0,0,4.685717808842492,3.4613201402110083,1.8751458114455386,0.4044131546947431,1
26,14,5,0,2,0,2,0,7,0.0,0.2692307692307692,0,0,0,0,0,0,0,0,3.777362795064169,3.52164063634332,1.3787834934861758,0.8728746209659005,0
75,42,26,0,4,2,3,1,12,0.013333333333333334,0.16,1,0,0,0,0,0,0,0,4.452384698266303,3.966738780375732,2.054585169337799,0.8411622814064158,1
105,32,37,28,2,0,3,0,15,0.0,0.14285714285714285,1,0,0,0,0,1,0,0,4.502940729281091,3.834868358901741,2.279799131837405,0.547399398751905,1
38,18,12,0,2,0,3,0,7,0.0,0.18421052631578946,0,0,1,0,0,0,0,0,4.1158340921632215,3.350209029099897,1.8423709931771088,0.28755819991832526,0
92,16,69,0,2,0,3,0,15,0.0,0.16304347826086957,0,0,0,0,0,0,0,0,4.207009077479304,3.327819531114783,1.70558726169826,0.33864819255130696,0
79,29,43,0,2,0,3,7,11,0.08860759493670886,0.13924050632911392,0,0,0,0,0,0,0,0,4.502794280141214,3.6899015819921512,1.6171895725927152,0.41341346816390306,0
48,27,14,0,2,0,3,3,7,0.0625,0.14583333333333334,0,0,0,0,0,0,0,0,4.280187698990099,4.134336113194452,1.4488156357251847,0.48415890242293147,1
44,18,8,9,2,0,3,0,9,0.0,0.20454545454545456,0,0,1,0,0,1,0,0,4.373648947936902,3.350209029099897,2.058813890331201,0.5453601170124478,0
62,16,38,0,2,0,3,0,10,0.0,0.16129032258064516,0,0,1,0,0,0,0,0,4.143634320249278,3.452819531114783,1.8464393446710154,0.48853546265578945,0
38,30,1,0,2,0,3,0,6,0.0,0.15789473684210525,0,0,0,0,0,0,0,0,4.2141324472555795,4.0062389286533895,1.4591479170272446,0.394558596963115,0
65,24,34,0,2,0,3,0,10,0.0,0.15384615384615385,0,0,0,0,0,0,0,0,4.140525121416121,3.6887218755408675,1.895461844238322,0.333643998481611,0
41,13,21,0,1,0,3,0,8,0.0,0.1951219512195122,0,0,0,0,0,0,0,0,3.955504603267742,3.180832987205441,1.2987949406953985,0.7113789087133008,1
40,19,14,0,2,0,3,0,7,0.0,0.175,0,0,0,0,0,0,0,0,4.027567157116929,3.3660913291191936,1.8423709931771088,0.36019894939638186,0
49,17,25,0,3,0,2,0,11,0.0,0.22448979591836735,0,0,0,0,0,0,0,0,4.049994855073226,3.1751231351134614,1.2406705316766886,0.5577674816543485,1
98,16,46,27,2,0,3,7,14,0.07142857142857142,0.14285714285714285,0,0,1,0,0,2,0,0,4.955920559676559,3.327819531114783,2.4137995646056805,0.6782995689725443,1
49,22,19,0,2,1,3,0,10,0.0,0.20408163265306123,0,0,1,0,0,0,0,1,4.132481466909276,3.754441845713345,1.6854752972273346,0.5106048810664106,1
55,20,27,0,2,0,3,0,9,0.0,0.16363636363636364,0,0,1,0,0,0,0,0,4.058722106539131,3.108694969562842,1.3516441151533924,0.5373850744460814,0
41,12,22,0,1,0,3,0,8,0.0,0.1951219512195122,0,0,0,0,0,0,0,1,4.043544614839371,3.2516291673878226,1.2987949406953985,0.5462987044186894,1
48,11,30,0,1,0,3,0,8,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,4.157268229617389,2.845350936622437,1.9056390622295662,0.422478928792238,0
24,16,1,0,2,0,3,0,6,0.0,0.25,0,0,0,0,0,0,0,0,3.8239348962840563,3.2806390622295662,1.4591479170272446,0.6523479517219046,0
25,13,4,0,1,0,2,0,6,0.0,0.24,0,0,1,0,0,0,0,0,3.6038561897747243,3.238901256602631,1.2516291673878228,0.8570208811532405,0
25,16,1,0,2,0,3,0,6,0.0,0.24,0,0,1,0,0,0,0,0,3.863465189601646,3.327819531114783,1.4591479170272446,0.7565689921871089,0
63,22,34,0,3,0,2,0,11,0.0,0.1746031746031746,0,0,0,0,0,0,0,0,4.169907163770268,3.140361163698484,1.2406705316766886,0.5011269897853298,1
48,29,12,0,2,0,2,0,8,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,3.9850877607321724,3.5780011510322702,1.75,0.46946186293128467,1
35,20,7,0,2,0,3,0,8,0.0,0.22857142857142856,0,0,1,0,0,0,0,0,4.054721860532485,3.384183719779189,1.75,0.5423542223529426,0
129,6,9,105,1,0,3,22,22,0.17054263565891473,0.17054263565891473,0,0,1,0,0,3,0,0,4.999329718845409,2.584962500721156,3.1746742319786425,1.1011287353702868,1
84,6,9,60,1,0,3,15,20,0.17857142857142858,0.23809523809523808,0,0,1,0,0,3,0,0,4.839893279994142,2.584962500721156,3.070950594454668,1.451584383964293,1
34,25,1,0,2,0,3,0,6,0.0,0.17647058823529413,0,0,1,0,0,0,0,0,4.02085512047121,3.813660689688185,1.4591479170272446,0.6386563625365955,1
26,17,1,0,2,0,2,0,6,0.0,0.23076923076923078,0,0,1,0,0,0,0,0,3.8150724101159423,3.292770193936991,1.4591479170272446,1.0003565609473146,0
62,23,32,0,2,0,3,9,11,0.14516129032258066,0.1774193548387097,0,0,0,0,0,0,0,0,4.615587948133795,3.849223912390625,1.3221793455166668,0.5891697737430831,0
44,17,20,0,2,0,3,6,8,0.13636363636363635,0.18181818181818182,0,0,0,0,0,0,0,0,4.282739857027812,3.057476076289932,1.4056390622295662,0.8616097126758068,0
60,26,27,0,2,0,3,0,10,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,4.305005029967607,3.5616073922012146,1.7609640474436812,0.35592711597416476,0
158,23,128,0,2,0,3,35,11,0.22151898734177214,0.06962025316455696,0,0,0,0,0,0,0,1,4.846184582187283,3.6211755429194716,2.1180782093497093,0.8241725224799296,1
49,27,15,0,2,1,3,6,10,0.12244897959183673,0.20408163265306123,0,0,0,0,0,0,0,1,4.222080640900361,3.7784235030301256,2.1709505944546685,0.6985856143481519,1
27,15,5,0,2,0,2,0,7,0.0,0.25925925925925924,0,0,0,0,0,0,0,0,3.7639657428240816,3.1395722619867223,1.3787834934861758,0.661966639797214,1
80,20,53,0,3,0,2,0,13,0.0,0.1625,0,0,0,0,0,0,0,0,4.286602940118883,3.5086949695628418,1.8262452584026092,0.36519789464593,0
20,13,0,0,2,0,2,0,5,0.0,0.25,0,0,0,0,0,0,0,0,3.821928094887362,3.238901256602631,1.5219280948873621,1.1718534088012,0
34,26,1,0,2,0,3,0,6,0.0,0.17647058823529413,0,0,0,0,0,0,0,0,4.0796786498829745,3.9500637564362098,1.4591479170272446,0.5241451470338748,0
27,19,1,0,2,0,2,0,6,0.0,0.2222222222222222,0,0,0,0,0,0,0,0,3.810081020521731,3.4713544870139303,1.4591479170272446,0.6616873784344696,0
30,22,1,0,2,0,3,0,6,0.0,0.2,0,0,0,0,0,0,0,0,3.9898980954642873,3.913977073182751,1.4591479170272446,0.7691498802268447,1
24,15,1,0,2,0,3,0,6,0.0,0.25,0,0,1,0,0,0,0,0,3.8553885422075345,3.32323142879762,1.4591479170272446,0.6741593864425044,0
71,19,45,0,1,0,2,0,11,0.0,0.15492957746478872,0,0,0,0,0,0,0,1,4.019613887204039,3.6163485660751657,0.8658566174572235,0.504518813520978,1
23,11,4,0,1,0,3,1,5,0.043478260869565216,0.21739130434782608,0,0,1,0,0,0,0,0,3.725104217943958,3.0271691184406193,1.3709505944546687,0.7487557823925841,0
65,39,18,0,4,0,3,20,11,0.3076923076923077,0.16923076923076924,0,0,1,0,0,0,0,0,4.418693490604955,4.150410872541982,1.676737030052133,1.4151089011263458,1
59,23,29,0,2,0,2,10,9,0.1694915254237288,0.15254237288135594,0,0,0,0,0,0,0,0,4.509868160214535,3.381620107948735,2.058813890331201,0.9292532329922046,1
128,50,20,49,4,1,3,26,19,0.203125,0.1484375,0,0,1,0,0,3,0,1,4.794655279000943,3.9990795706241737,2.7550576199383077,0.9309413179057688,1
29,21,0,0,2,0,2,0,5,0.0,0.1724137931034483,0,0,1,0,0,0,0,0,3.8798938235206664,3.363286923996055,1.5219280948873621,0.7317080856295913,0
87,14,66,0,2,0,3,27,14,0.3103448275862069,0.16091954022988506,0,0,0,0,0,0,0,0,4.632896089671664,3.182005814760214,1.6105772433316423,1.1066808329203883,1
33,10,15,0,1,0,2,0,10,0.0,0.30303030303030304,0,0,1,0,0,0,0,0,3.8589572866686432,2.6464393446710157,1.360964047443681,0.7643194386588413,1
42,10,24,0,1,0,3,0,12,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,3.7059145317475592,3.321928094887362,1.4182958340544896,1.0281578398318536,1
24,16,1,0,2,0,3,0,6,0.0,0.25,0,0,0,0,0,0,0,0,3.6053885422075345,3.077819531114783,1.4591479170272446,0.8178958789880629,0
52,12,33,0,2,0,2,0,14,0.0,0.2692307692307692,0,0,0,0,0,0,0,0,4.075372536140747,2.688721875540867,1.0949143184120975,0.5318672044183621,1
24,15,1,0,1,0,2,0,5,0.0,0.20833333333333334,0,0,1,0,0,0,0,0,3.6572682296173897,3.32323142879762,1.3709505944546687,0.7153074898798949,0
59,25,27,0,3,0,3,0,11,0.0,0.1864406779661017,0,0,0,0,0,0,0,1,4.261477956281424,3.5630741894285687,1.3221793455166668,0.3465917276043269,1
100,38,55,0,2,2,3,0,14,0.0,0.14,0,0,0,0,0,0,0,1,4.216622160287628,3.9907054736852356,1.689391746743088,0.4766608788535249,1
38,11,20,0,1,0,3,1,8,0.02631578947368421,0.21052631578947367,0,0,0,0,0,0,0,0,4.027808356164631,3.0957952550009344,1.2987949406953985,0.692772234746133,1
34,26,1,0,2,0,3,3,6,0.08823529411764706,0.17647058823529413,0,0,0,0,0,0,0,0,4.337175341123076,4.286790198827112,1.4591479170272446,0.7514316971786057,1
18,10,1,0,2,0,2,0,6,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,3.1552215288595122,2.1709505944546685,1.4591479170272446,1.095149224139223,0
53,17,29,0,2,0,2,10,9,0.18867924528301888,0.16981132075471697,0,0,0,0,0,0,0,0,4.513495398400928,3.454822399946607,2.058813890331201,0.9745865631950358,1
33,14,11,0,2,0,4,2,6,0.06060606060606061,0.18181818181818182,0,0,1,0,0,0,0,0,4.187889194919351,3.182005814760214,1.4591479170272446,0.8767898206483324,1
49,19,23,0,2,0,3,0,8,0.0,0.16326530612244897,0,0,0,0,0,0,0,0,4.08877311078527,3.2210972500579578,1.75,0.36352693757485827,0
71,14,49,0,2,0,3,0,11,0.0,0.15492957746478872,0,0,1,0,0,0,0,0,4.27781583136488,3.039148671903072,1.789929075309999,0.2890405298051093,0
73,13,52,0,2,0,3,0,15,0.0,0.2054794520547945,0,0,1,0,0,0,0,0,4.336434408421264,3.0269868333592873,1.5546097612655667,0.3910194881537337,0
29,21,1,0,2,1,2,0,7,0.0,0.2413793103448276,0,0,0,0,0,0,0,0,3.857306856898129,3.5944656369614516,1.8423709931771088,0.6289217725514669,0
41,16,17,0,1,0,3,0,7,0.0,0.17073170731707318,0,0,1,0,0,0,0,0,3.876355517954656,3.202819531114783,1.1488348542809168,0.567650967430087,1
36,11,18,0,1,0,3,0,7,0.0,0.19444444444444445,0,0,0,0,0,0,0,1,3.7317461816973854,3.0271691184406193,1.3787834934861758,1.0387826301779357,1
39,16,15,0,2,0,3,0,8,0.0,0.20512820512820512,0,0,1,0,0,0,0,0,3.852727783453858,3.202819531114783,1.2987949406953985,0.8124535904929526,1
64,24,23,9,2,1,2,0,12,0.0,0.1875,0,0,0,0,0,1,0,0,4.296973149067329,3.601227480952956,2.5220552088742005,0.5145079570123979,0
21,13,1,0,2,0,2,0,6,0.0,0.2857142857142857,0,0,0,0,0,0,0,0,3.5585186130489057,3.0269868333592873,1.4591479170272446,1.1802222996884053,0
50,25,17,0,2,0,2,0,9,0.0,0.18,0,0,1,0,0,0,0,0,4.2961746300696415,3.5736606896881855,1.7527152789797045,0.35502274785949883,1
91,18,17,47,2,0,2,8,12,0.08791208791208792,0.13186813186813187,0,0,1,0,0,1,0,0,4.497620158313113,3.4613201402110083,2.355388542207534,0.6856049091261903,1
81,27,47,0,2,0,3,24,8,0.2962962962962963,0.09876543209876543,0,0,0,0,0,0,0,0,4.782897732039505,3.8100810205217313,1.2987949406953985,0.9537204234802331,1
20,13,0,0,2,0,2,0,5,0.0,0.25,0,0,0,0,0,0,0,0,3.484183719779189,2.8731406795131336,1.5219280948873621,0.9149919283251017,0
32,16,9,0,2,1,3,0,8,0.0,0.25,0,0,0,0,0,0,0,0,3.882048827786958,3.327819531114783,1.8112781244591327,0.6190261390052045,0
128,50,20,49,4,1,3,21,19,0.1640625,0.1484375,0,0,1,0,0,3,0,1,4.70570594453125,3.9990795706241737,2.7550576199383077,0.8704647150281679,1
42,25,9,0,2,0,2,8,6,0.19047619047619047,0.14285714285714285,0,0,1,0,0,0,0,0,4.463280517810812,3.9736606896881845,1.4591479170272446,1.2945570091175302,1
47,13,27,0,1,0,3,0,9,0.0,0.19148936170212766,0,0,0,0,0,0,0,0,3.993225490289251,3.180832987205441,1.224394445405986,0.5751880149670664,1
72,23,42,0,2,0,3,2,12,0.027777777777777776,0.16666666666666666,0,0,0,0,0,0,0,0,4.301239759164753,3.555533151426996,2.221251836004466,0.38921593225705436,0
82,16,46,11,2,0,3,5,13,0.06097560975609756,0.15853658536585366,0,0,1,0,0,1,0,0,4.96714629158949,3.327819531114783,2.199687794731328,0.6376718868361383,1
67,26,34,0,2,0,3,0,9,0.0,0.13432835820895522,0,0,0,0,0,0,0,0,4.233104116570089,3.8441065448145375,1.7527152789797045,0.34613068851710826,0
53,21,25,0,2,0,3,3,9,0.05660377358490566,0.16981132075471697,0,0,0,0,0,0,0,0,4.284458313732673,3.3320953986601696,1.224394445405986,0.5801181669352778,1
126,50,19,49,4,1,3,24,18,0.19047619047619047,0.14285714285714285,0,0,0,0,0,3,0,1,4.725257250623668,3.9990795706241737,2.794653473544342,0.9520011290447197,1
22,13,1,0,3,0,2,0,7,0.0,0.3181818181818182,0,0,1,0,0,0,0,0,3.447401504705915,2.8150724101159437,1.4488156357251847,1.0180408929093812,0
282,30,60,183,2,1,3,59,31,0.20921985815602837,0.1099290780141844,0,0,1,0,0,4,0,0,5.152508342105688,3.964735178725505,2.8634626357696686,0.874860210727575,1
44,25,12,0,2,0,3,0,7,0.0,0.1590909090909091,0,0,0,0,0,0,0,0,4.112063152384018,3.7834651896016465,1.8423709931771088,0.5358171937858947,0
30,21,1,0,2,0,3,0,6,0.0,0.2,0,0,1,0,0,0,0,0,3.9898980954642873,3.689703732199547,1.4591479170272446,0.6109086727946252,0
50,24,19,0,2,0,3,0,9,0.0,0.18,0,0,0,0,0,0,0,0,4.1288840705376355,3.7201755214643453,1.6577427265048887,0.38016989310385974,0
76,50,19,0,4,1,3,9,10,0.11842105263157894,0.13157894736842105,0,0,0,0,0,0,0,1,4.4974595866059905,3.9990795706241737,1.721928094887362,0.6297542104705632,1
47,11,28,0,2,0,2,0,12,0.0,0.2553191489361702,0,0,1,0,0,0,0,0,4.250669436461802,2.845350936622437,1.896240625180289,0.5552753651716008,0
33,25,1,0,2,0,3,0,6,0.0,0.18181818181818182,0,0,0,0,0,0,0,0,4.271370634378849,4.0536606896881855,1.4591479170272446,0.4229237206928596,1
33,14,11,0,2,0,4,5,6,0.15151515151515152,0.18181818181818182,0,0,1,0,0,0,0,0,4.331976694984911,3.521640636343319,1.4591479170272446,1.1201413894423522,1
29,20,1,0,2,1,2,0,7,0.0,0.2413793103448276,0,0,1,0,0,0,0,0,3.6243797016511126,3.2464393446710154,1.8423709931771088,0.7461089217606675,0
41,33,1,0,4,1,2,0,9,0.0,0.21951219512195122,0,0,0,0,0,0,0,0,3.954874565488159,3.725916088924304,1.7527152789797047,0.5903927886270981,0
28,20,1,0,2,0,2,0,6,0.0,0.21428571428571427,0,0,0,0,0,0,0,0,3.9407598325400897,3.7841837197791888,1.4591479170272446,0.6998233300019586,0
46,13,25,0,2,0,3,1,10,0.021739130434782608,0.21739130434782608,0,0,1,0,0,0,0,0,4.072930304900479,3.085055102756477,1.7609640474436812,0.5528676923496071,0
24,16,1,0,2,0,2,4,6,0.16666666666666666,0.25,0,0,0,0,0,0,0,0,4.053508854797679,3.625,1.4591479170272446,1.1504816098423258,1
122,23,82,8,2,1,3,6,19,0.04918032786885246,0.1557377049180328,0,0,1,0,0,1,0,0,4.897046969557785,3.882045108136863,2.5025980682472615,0.5671809603180619,1
73,29,36,0,2,0,3,0,11,0.0,0.1506849315068493,0,0,1,0,0,0,0,1,4.295349389448546,4.021268494903765,1.4911148500551858,0.328861671922034,1
49,19,23,0,1,0,3,0,8,0.0,0.16326530612244897,0,0,0,0,0,0,0,1,4.189230835299611,3.7871439606981414,1.5487949406953985,0.5467330609049967,0
33,24,1,0,2,0,3,0,6,0.0,0.18181818181818182,0,0,1,0,0,0,0,0,3.8013774524295485,3.5424812503605785,1.4591479170272446,0.6659363734889996,0
44,36,1,0,3,3,3,1,10,0.022727272727272728,0.22727272727272727,0,0,0,0,0,0,0,0,4.282739857027812,4.0514621540398,1.895461844238322,0.7231570665044861,1
53,26,1,18,2,1,4,1,9,0.018867924528301886,0.16981132075471697,0,0,0,0,0,1,0,0,4.290546691027651,3.9021748142117283,2.4193819456463714,0.6557506319244822,1
27,18,1,0,3,0,2,0,7,0.0,0.25925925925925924,0,0,1,0,0,0,0,0,3.708048150071232,3.197159723424149,1.4488156357251847,0.8595049215669077,0
51,15,28,0,2,0,3,0,9,0.0,0.17647058823529413,0,0,1,0,0,0,0,0,4.071469646054937,3.189898095464287,1.7527152789797045,0.4866216350527596,0
37,25,4,0,2,0,2,8,6,0.21621621621621623,0.16216216216216217,0,0,1,0,0,0,0,0,4.465945933079575,3.9736606896881845,1.4591479170272446,1.3600188881042692,1
34,25,1,0,2,1,3,0,7,0.0,0.20588235294117646,0,0,1,0,0,0,0,0,3.9291076063899233,3.6430741894285688,1.8423709931771088,0.47858099002420135,0
30,18,4,0,2,0,3,0,6,0.0,0.2,0,0,1,0,0,0,0,0,3.81506101220307,3.3082708345352603,1.4591479170272446,0.7358972579449722,0
63,12,44,0,1,0,3,0,9,0.0,0.14285714285714285,0,0,0,0,0,0,0,0,4.090485932378992,3.0849625007211556,1.224394445405986,0.486312624496572,0
100,14,15,63,2,0,2,0,19,0.0,0.19,0,0,0,0,0,3,0,1,4.473138655623396,3.182005814760214,2.8655768552072485,0.9636115256846896,1
23,15,1,0,2,0,2,0,6,0.0,0.2608695652173913,0,0,0,0,0,0,0,0,3.501397825434103,3.1898980954642866,1.4591479170272446,0.8671955918303369,0
96,20,69,0,2,1,3,45,16,0.46875,0.16666666666666666,0,0,0,0,0,0,0,0,4.673940501696145,3.7841837197791883,1.6493974703476995,1.9006611626776133,1
48,21,15,4,2,0,3,2,10,0.041666666666666664,0.20833333333333334,0,0,0,0,0,1,0,0,4.5165414066556515,3.880179922675737,2.0464393446710156,0.6394965526969211,0
58,26,25,0,2,0,3,0,8,0.0,0.13793103448275862,0,0,0,0,0,0,0,0,4.223601899964274,3.8441065448145375,1.4056390622295662,0.33056708154439773,0
48,16,25,0,2,0,3,0,9,0.0,0.1875,0,0,0,0,0,0,0,1,4.097794209361695,3.452819531114783,1.3516441151533924,0.48209650480394256,1
23,16,0,0,2,0,2,0,5,0.0,0.21739130434782608,0,0,0,0,0,0,0,0,3.7950885863977324,3.5,1.5219280948873621,0.8744217690913465,1
36,19,9,0,2,0,3,0,7,0.0,0.19444444444444445,0,0,1,0,0,0,0,0,3.995906598484245,3.5766176449086675,1.3787834934861758,0.6082160672294392,1
59,21,30,0,2,0,3,0,11,0.0,0.1864406779661017,0,0,1,0,0,0,0,0,4.337265559705337,3.52257158913636,1.4911148500551858,0.3341326468753816,0
45,15,23,0,1,0,3,0,8,0.0,0.17777777777777778,0,0,0,0,0,0,0,1,4.188982196705437,3.640223928941851,1.2987949406953985,0.48523320516652135,1
167,16,116,27,1,0,3,26,21,0.15568862275449102,0.12574850299401197,0,0,0,0,0,2,0,1,5.093337105115752,3.327819531114783,2.5820311165404974,0.7436400644882482,1
32,20,1,2,2,0,4,0,7,0.0,0.21875,0,0,1,0,0,1,0,0,4.202819531114783,3.5841837197791886,1.8423709931771088,0.6057985951502575,1
126,50,19,49,4,1,3,19,18,0.15079365079365079,0.14285714285714285,0,0,0,0,0,3,0,1,4.730455838179648,3.9990795706241737,2.794653473544342,0.7990100875582243,1
98,22,20,47,3,0,2,1,21,0.01020408163265306,0.21428571428571427,0,0,1,0,0,2,0,0,4.382411406067494,3.6978458230844122,2.1231991154262255,0.5080651282335764,1
